g_loss,d_loss
"[3608333.2, 2014.7623, 1037872.9, 4185194.0, 6804703.5]",[62.5  0.5]
"[3052728.5, 2014.7623, 838640.2, 3469968.5, 5867146.0]",[62.5  0.5]
"[3114106.5, 2014.7623, 912146.8, 3523869.8, 5944331.5]",[62.5  0.5]
"[3140432.0, 2014.7623, 901078.3, 3547610.5, 6019410.5]",[62.5  0.5]
"[3327196.0, 2014.7623, 889951.44, 3694674.2, 6506021.0]",[62.5  0.5]
"[3200276.0, 2014.7623, 885048.4, 3696375.2, 6086156.0]",[62.5  0.5]
"[3775518.2, 2014.7623, 982471.75, 4383915.5, 7218666.0]",[62.5  0.5]
"[3315327.0, 2014.7623, 933455.25, 3786923.0, 6330704.5]",[62.5  0.5]
"[3269736.5, 2014.7623, 869290.9, 3714222.8, 6315601.5]",[62.5  0.5]
"[3252881.2, 2014.7623, 881362.0, 3673659.0, 6287909.5]",[62.5  0.5]
"[3120768.0, 2014.7623, 883287.75, 3504558.8, 6014706.5]",[62.5  0.5]
"[3392329.0, 2014.7623, 935196.5, 3872813.8, 6499746.0]",[62.5  0.5]
"[3452799.0, 2014.7623, 930259.3, 3858120.0, 6720943.5]",[62.5  0.5]
"[3231577.5, 2014.7623, 878390.6, 3694971.5, 6198555.0]",[62.5  0.5]
"[3799458.5, 2014.7623, 1017599.2, 4310436.0, 7336819.0]",[62.5  0.5]
"[3454545.8, 2014.7623, 950146.94, 3949072.2, 6615926.0]",[62.5  0.5]
"[3186982.5, 2014.7623, 911347.8, 3669231.5, 6042688.5]",[62.5  0.5]
"[3233106.5, 2014.7623, 910518.0, 3713275.0, 6153221.5]",[62.5  0.5]
"[2994396.2, 2014.7623, 822586.06, 3378480.0, 5780247.5]",[62.5  0.5]
"[3189372.5, 2014.7623, 887757.4, 3641516.5, 6101960.0]",[62.5  0.5]
"[3213992.0, 2014.7623, 879741.6, 3707642.5, 6125915.0]",[62.5  0.5]
"[3257275.5, 2014.7623, 936929.5, 3744322.8, 6176325.0]",[62.5  0.5]
"[3155753.5, 2014.7623, 879927.5, 3592733.0, 6046510.5]",[62.5  0.5]
"[3029484.0, 2014.7623, 880612.7, 3436564.0, 5781096.0]",[62.5  0.5]
"[3196363.0, 2014.7623, 930033.7, 3677178.8, 6047324.5]",[62.5  0.5]
"[3384134.8, 2014.7623, 928245.06, 3838273.8, 6513923.5]",[62.5  0.5]
"[3217175.5, 2014.7623, 920671.3, 3618190.8, 6185049.0]",[62.5  0.5]
"[2980610.0, 2014.7623, 845536.56, 3367149.5, 5722673.5]",[62.5  0.5]
"[3374565.0, 2014.7623, 898639.1, 3781383.0, 6568521.0]",[62.5  0.5]
"[3365291.5, 2014.7623, 941940.0, 3748397.2, 6527294.0]",[62.5  0.5]
"[3108795.0, 2014.7623, 925498.5, 3513028.0, 5924117.0]",[62.5  0.5]
"[3060294.5, 2014.7623, 818441.1, 3404655.0, 5977879.0]",[62.5  0.5]
"[3078528.5, 2014.7623, 902460.1, 3500489.0, 5858805.0]",[62.5  0.5]
"[3497724.5, 2014.7623, 972069.8, 3983883.5, 6703121.5]",[62.5  0.5]
"[2984965.5, 2014.7623, 829304.2, 3420193.5, 5700380.5]",[62.5  0.5]
"[3300944.8, 2014.7623, 885079.1, 3694866.5, 6423196.5]",[62.5  0.5]
"[3332645.0, 2014.7623, 941589.9, 3829518.0, 6337701.5]",[62.5  0.5]
"[2986711.5, 2014.7623, 850167.3, 3425646.5, 5679884.5]",[62.5  0.5]
"[3104944.2, 2014.7623, 872759.44, 3563711.2, 5913336.5]",[62.5  0.5]
"[3213411.5, 2014.7623, 887864.06, 3641016.8, 6182484.0]",[62.5  0.5]
"[3069759.5, 2014.7623, 839386.7, 3403621.5, 5989516.5]",[62.5  0.5]
"[3608443.0, 2014.7623, 912932.8, 4155232.5, 6959971.5]",[62.5  0.5]
"[3205727.5, 2014.7623, 843743.0, 3604462.0, 6237547.0]",[62.5  0.5]
"[3042071.8, 2014.7623, 870891.7, 3485504.2, 5783836.0]",[62.5  0.5]
"[3184647.8, 2014.7623, 947264.9, 3631756.8, 6036463.5]",[62.5  0.5]
"[3247839.5, 2014.7623, 909253.6, 3705397.8, 6211473.5]",[62.5  0.5]
"[3319493.8, 2014.7623, 935911.94, 3752078.8, 6376981.5]",[62.5  0.5]
"[2908114.5, 2014.7623, 865687.8, 3317246.2, 5510774.5]",[62.5  0.5]
"[3118590.5, 2014.7623, 885907.4, 3537390.5, 5971996.5]",[62.5  0.5]
"[3245055.8, 2014.7623, 901101.5, 3619036.8, 6296707.0]",[62.5  0.5]
"[3225574.0, 2014.7623, 895909.75, 3637655.2, 6218341.5]",[62.5  0.5]
"[3213693.2, 2014.7623, 909833.9, 3640228.5, 6162241.5]",[62.5  0.5]
"[3242443.5, 2014.7623, 950431.56, 3684249.0, 6173457.0]",[62.5  0.5]
"[3308803.0, 2014.7623, 931606.9, 3754012.5, 6343717.5]",[62.5  0.5]
"[3397407.5, 2014.7623, 929183.44, 3792987.2, 6602514.5]",[62.5  0.5]
"[3300694.0, 2014.7623, 948169.75, 3767562.0, 6286575.0]",[62.5  0.5]
"[2930058.5, 2014.7623, 819442.75, 3292690.5, 5654721.5]",[62.5  0.5]
"[3278524.5, 2014.7623, 960047.75, 3688886.2, 6279474.5]",[62.5  0.5]
"[3232906.0, 2014.7623, 901890.94, 3669676.5, 6204779.5]",[62.5  0.5]
"[3159273.8, 2014.7623, 888070.5, 3579089.0, 6063746.0]",[62.5  0.5]
"[2883212.5, 2014.7623, 804792.75, 3320918.0, 5484990.5]",[62.5  0.5]
"[3246700.0, 2014.7623, 860421.0, 3655538.0, 6306367.0]",[62.5  0.5]
"[2979172.5, 2014.7623, 813576.8, 3341624.5, 5775366.5]",[62.5  0.5]
"[3350932.8, 2014.7623, 1003035.4, 3775412.2, 6391321.0]",[62.5  0.5]
"[3034085.0, 2014.7623, 855121.56, 3444212.5, 5814275.5]",[62.5  0.5]
"[3135608.5, 2014.7623, 875284.7, 3566871.2, 6009866.0]",[62.5  0.5]
"[3274181.5, 2014.7623, 890019.2, 3735515.8, 6288397.0]",[62.5  0.5]
"[3290714.5, 2014.7623, 957362.56, 3752799.0, 6258880.0]",[62.5  0.5]
"[3034650.5, 2014.7623, 874471.5, 3426127.2, 5814896.5]",[62.5  0.5]
"[3438695.2, 2014.7623, 925636.1, 3766205.0, 6770469.5]",[62.5  0.5]
"[3633143.5, 2014.7623, 1021580.06, 4099601.8, 6989289.0]",[62.5  0.5]
"[3350591.2, 2014.7623, 955621.25, 3824717.5, 6388292.0]",[62.5  0.5]
"[3235936.2, 2014.7623, 902325.56, 3674682.5, 6209439.0]",[62.5  0.5]
"[3411188.0, 2014.7623, 936743.1, 3833623.0, 6600253.0]",[62.5  0.5]
"[3161733.5, 2014.7623, 904380.75, 3613637.5, 6021086.0]",[62.5  0.5]
"[3014210.5, 2014.7623, 926738.1, 3474305.0, 5646317.5]",[62.5  0.5]
"[3382482.5, 2014.7623, 931699.44, 3799375.0, 6543860.5]",[62.5  0.5]
"[3351292.5, 2014.7623, 940968.1, 3860147.0, 6369852.5]",[62.5  0.5]
"[3091023.0, 2014.7623, 907177.06, 3508654.5, 5887571.5]",[62.5  0.5]
"[3550396.2, 2014.7623, 1051339.8, 4096436.8, 6686870.5]",[62.5  0.5]
"[3360965.8, 2014.7623, 913932.94, 3784918.5, 6504360.5]",[62.5  0.5]
"[3217222.5, 2014.7623, 885186.6, 3630112.2, 6208769.5]",[62.5  0.5]
"[3021419.5, 2014.7623, 862248.94, 3425838.2, 5783304.5]",[62.5  0.5]
"[3133109.8, 2014.7623, 878410.6, 3592307.2, 5972974.0]",[62.5  0.5]
"[3132793.5, 2014.7623, 890234.94, 3567434.0, 5984968.5]",[62.5  0.5]
"[3509235.5, 2014.7623, 1027908.2, 3975284.8, 6694251.5]",[62.5  0.5]
"[3494418.0, 2014.7623, 1001657.44, 3936656.8, 6709738.0]",[62.5  0.5]
"[3410135.5, 2014.7623, 974169.1, 3875051.0, 6517891.0]",[62.5  0.5]
"[3086444.0, 2014.7623, 884808.06, 3493551.8, 5909780.0]",[62.5  0.5]
"[3348962.5, 2014.7623, 907667.94, 3704008.0, 6551525.0]",[62.5  0.5]
"[3249787.5, 2014.7623, 884385.2, 3700055.2, 6248177.0]",[62.5  0.5]
"[3353850.8, 2014.7623, 937753.56, 3830971.0, 6410770.5]",[62.5  0.5]
"[3215871.0, 2014.7623, 941375.2, 3619857.5, 6158330.0]",[62.5  0.5]
"[3429964.5, 2014.7623, 965179.6, 3917693.8, 6550334.5]",[62.5  0.5]
"[3223827.0, 2014.7623, 907172.94, 3677919.0, 6160990.5]",[62.5  0.5]
"[3273067.2, 2014.7623, 895427.06, 3681071.5, 6333718.5]",[62.5  0.5]
"[3268882.8, 2014.7623, 933165.3, 3696502.8, 6266600.5]",[62.5  0.5]
"[3046276.0, 2014.7623, 883696.2, 3504584.2, 5765965.5]",[62.5  0.5]
"[3333517.0, 2014.7623, 939493.06, 3735650.0, 6436573.0]",[62.5  0.5]
"[3357605.2, 2014.7623, 932729.6, 3809271.8, 6450009.0]",[62.5  0.5]
"[3227803.0, 2014.7623, 905238.4, 3641264.2, 6212833.0]",[62.5  0.5]
"[3460297.0, 2014.7623, 995137.9, 3877428.0, 6661750.5]",[62.5  0.5]
"[3320499.0, 2014.7623, 965221.3, 3757483.2, 6345618.0]",[62.5  0.5]
"[3393447.5, 2014.7623, 933956.4, 3835454.0, 6542073.5]",[62.5  0.5]
"[3497651.5, 2014.7623, 911817.1, 3947062.2, 6799951.5]",[62.5  0.5]
"[3365374.0, 2014.7623, 958975.75, 3834246.5, 6424684.0]",[62.5  0.5]
"[3262616.2, 2014.7623, 938504.25, 3713999.5, 6222877.0]",[62.5  0.5]
"[3173113.5, 2014.7623, 876102.3, 3558564.0, 6142371.5]",[62.5  0.5]
"[3257379.2, 2014.7623, 886428.56, 3644658.5, 6326836.5]",[62.5  0.5]
"[3355633.5, 2014.7623, 979442.4, 3707324.0, 6498671.5]",[62.5  0.5]
"[3217061.0, 2014.7623, 956230.6, 3618821.0, 6148478.0]",[62.5  0.5]
"[3393778.8, 2014.7623, 952363.3, 3850014.5, 6510211.0]",[62.5  0.5]
"[3274498.5, 2014.7623, 908156.9, 3715683.0, 6291148.0]",[62.5  0.5]
"[3190056.0, 2014.7623, 895225.25, 3579553.2, 6158734.0]",[62.5  0.5]
"[3492386.0, 2014.7623, 994591.75, 4035775.0, 6610913.5]",[62.5  0.5]
"[3288301.5, 2014.7623, 985215.75, 3721025.8, 6254757.0]",[62.5  0.5]
"[3139181.0, 2014.7623, 888153.6, 3560084.2, 6015691.5]",[62.5  0.5]
"[3480161.0, 2014.7623, 1023780.0, 3863012.5, 6713737.0]",[62.5  0.5]
"[3584279.5, 2014.7623, 1025647.2, 3986903.8, 6935040.0]",[62.5  0.5]
"[3075871.5, 2014.7623, 885110.5, 3500186.0, 5867601.0]",[62.5  0.5]
"[3144218.0, 2014.7623, 916570.5, 3566012.5, 5998136.5]",[62.5  0.5]
"[3031287.0, 2014.7623, 870481.94, 3423603.0, 5810197.5]",[62.5  0.5]
"[3237708.0, 2014.7623, 994824.75, 3702809.2, 6094719.5]",[62.5  0.5]
"[3541352.5, 2014.7623, 1016994.6, 3960237.5, 6827269.0]",[62.5  0.5]
"[3159136.5, 2014.7623, 934011.1, 3574036.0, 6022400.0]",[62.5  0.5]
"[3437058.2, 2014.7623, 951802.1, 3890990.0, 6614062.0]",[62.5  0.5]
"[3377497.5, 2014.7623, 927875.7, 3783893.0, 6546549.0]",[62.5  0.5]
"[3017793.5, 2014.7623, 873168.2, 3402813.5, 5783322.5]",[62.5  0.5]
"[3454972.5, 2014.7623, 978839.4, 3852332.8, 6685396.0]",[62.5  0.5]
"[3178165.0, 2014.7623, 881045.1, 3605503.2, 6107328.5]",[62.5  0.5]
"[3140085.5, 2014.7623, 919839.6, 3582101.0, 5965004.5]",[62.5  0.5]
"[3194272.2, 2014.7623, 893453.75, 3543163.0, 6210950.0]",[62.5  0.5]
"[3363796.8, 2014.7623, 1011653.56, 3878049.5, 6322945.5]",[62.5  0.5]
"[3511281.5, 2014.7623, 965586.5, 3986263.0, 6752414.5]",[62.5  0.5]
"[2997602.5, 2014.7623, 859822.94, 3449761.0, 5682417.5]",[62.5  0.5]
"[2906696.2, 2014.7623, 827694.6, 3344752.0, 5516534.0]",[62.5  0.5]
"[3460671.5, 2014.7623, 925668.5, 3911788.2, 6698107.5]",[62.5  0.5]
"[3400940.0, 2014.7623, 963498.56, 3775939.5, 6597022.0]",[62.5  0.5]
"[3386032.0, 2014.7623, 998471.8, 3883475.0, 6404819.5]",[62.5  0.5]
"[3352935.5, 2014.7623, 932013.2, 3788178.0, 6456253.5]",[62.5  0.5]
"[3215403.8, 2014.7623, 943784.3, 3672330.8, 6101890.5]",[62.5  0.5]
"[3107258.5, 2014.7623, 881058.8, 3519720.8, 5956741.5]",[62.5  0.5]
"[3025408.8, 2014.7623, 888921.9, 3376427.5, 5819339.5]",[62.5  0.5]
"[3447683.5, 2014.7623, 930901.56, 3903420.2, 6657949.0]",[62.5  0.5]
"[3303687.0, 2014.7623, 919306.1, 3680017.8, 6412958.5]",[62.5  0.5]
"[3139195.2, 2014.7623, 864242.44, 3611226.2, 5988508.5]",[62.5  0.5]
"[3359578.5, 2014.7623, 948364.4, 3777547.8, 6472676.0]",[62.5  0.5]
"[3148139.0, 2014.7623, 906359.94, 3597684.2, 5989745.0]",[62.5  0.5]
"[3529645.5, 2014.7623, 967579.1, 3955993.8, 6841905.0]",[62.5  0.5]
"[3354266.0, 2014.7623, 1006367.75, 3826759.0, 6347753.0]",[62.5  0.5]
"[3302928.0, 2014.7623, 901944.9, 3717968.2, 6389840.0]",[62.5  0.5]
"[3207765.0, 2014.7623, 928881.5, 3618042.0, 6145619.0]",[62.5  0.5]
"[3369249.5, 2014.7623, 923414.4, 3777980.0, 6529430.0]",[62.5  0.5]
"[3262125.5, 2014.7623, 864365.0, 3756620.5, 6252759.0]",[62.5  0.5]
"[3192497.8, 2014.7623, 933165.0, 3541238.5, 6167248.5]",[62.5  0.5]
"[3200159.0, 2014.7623, 898502.8, 3631972.5, 6136714.5]",[62.5  0.5]
"[3188048.8, 2014.7623, 944198.94, 3566304.5, 6116319.0]",[62.5  0.5]
"[3093458.2, 2014.7623, 855446.7, 3481524.8, 5974549.0]",[62.5  0.5]
"[3534629.5, 2014.7623, 961816.4, 4018960.8, 6801314.5]",[62.5  0.5]
"[3618080.0, 2014.7623, 981826.4, 3963116.5, 7115316.0]",[62.5  0.5]
"[3063265.0, 2014.7623, 937044.9, 3469146.8, 5804684.5]",[62.5  0.5]
"[3167252.0, 2014.7623, 897211.44, 3635623.8, 6024665.0]",[62.5  0.5]
"[3348780.5, 2014.7623, 923564.56, 3760128.8, 6478901.5]",[62.5  0.5]
"[3253196.8, 2014.7623, 951595.56, 3699546.2, 6192840.5]",[62.5  0.5]
"[3250213.8, 2014.7623, 930637.75, 3691699.2, 6211701.5]",[62.5  0.5]
"[3446716.5, 2014.7623, 963806.1, 3821892.0, 6703350.0]",[62.5  0.5]
"[3297262.8, 2014.7623, 923214.4, 3771017.8, 6296636.5]",[62.5  0.5]
"[3066620.5, 2014.7623, 885833.0, 3429222.2, 5907006.0]",[62.5  0.5]
"[3387798.5, 2014.7623, 983307.94, 3853781.0, 6455565.0]",[62.5  0.5]
"[3141769.0, 2014.7623, 958233.25, 3565459.2, 5948863.5]",[62.5  0.5]
"[3420600.0, 2014.7623, 974971.5, 3812112.8, 6614908.5]",[62.5  0.5]
"[3325514.8, 2014.7623, 940224.75, 3709155.5, 6435661.5]",[62.5  0.5]
"[3246244.5, 2014.7623, 969806.8, 3727540.5, 6123460.5]",[62.5  0.5]
"[3096591.0, 2014.7623, 891904.06, 3526502.8, 5903555.5]",[62.5  0.5]
"[3621434.5, 2014.7623, 1009269.06, 4016486.8, 7045685.5]",[62.5  0.5]
"[3444735.5, 2014.7623, 957105.94, 3782461.5, 6742877.0]",[62.5  0.5]
"[3157716.0, 2014.7623, 877506.4, 3535031.5, 6113174.5]",[62.5  0.5]
"[3102949.8, 2014.7623, 928795.4, 3564305.8, 5850057.5]",[62.5  0.5]
"[3561490.5, 2014.7623, 1059969.9, 4013576.2, 6798082.0]",[62.5  0.5]
"[3039075.0, 2014.7623, 872132.4, 3479334.2, 5778776.0]",[62.5  0.5]
"[3497280.5, 2014.7623, 1017729.75, 3933154.2, 6706710.0]",[62.5  0.5]
"[3267666.5, 2014.7623, 960750.94, 3692638.2, 6238825.0]",[62.5  0.5]
"[3462407.0, 2014.7623, 964289.5, 3869746.0, 6707314.0]",[62.5  0.5]
"[3178564.5, 2014.7623, 901844.1, 3512651.2, 6180713.0]",[62.5  0.5]
"[3077278.5, 2014.7623, 894919.9, 3437014.0, 5925654.0]",[62.5  0.5]
"[3376418.5, 2014.7623, 913385.56, 3794235.0, 6547100.5]",[62.5  0.5]
"[3287784.2, 2014.7623, 1024733.7, 3697553.5, 6236986.5]",[62.5  0.5]
"[2906455.0, 2014.7623, 781932.0, 3245328.5, 5660915.5]",[62.5  0.5]
"[3538290.0, 2014.7623, 984242.25, 3987426.5, 6822623.5]",[62.5  0.5]
"[3099795.5, 2014.7623, 865834.0, 3480612.0, 5986198.0]",[62.5  0.5]
"[3165633.5, 2014.7623, 892776.94, 3573155.2, 6086172.0]",[62.5  0.5]
"[2961932.0, 2014.7623, 852840.25, 3384497.8, 5635762.0]",[62.5  0.5]
"[3404554.5, 2014.7623, 914936.0, 3824743.8, 6608828.5]",[62.5  0.5]
"[3475205.5, 2014.7623, 932927.2, 3960610.5, 6690473.5]",[62.5  0.5]
"[3010953.0, 2014.7623, 844123.9, 3427193.0, 5765186.5]",[62.5  0.5]
"[3103121.5, 2014.7623, 886375.1, 3473042.8, 5984313.0]",[62.5  0.5]
"[3119654.0, 2014.7623, 907826.7, 3525661.0, 5965352.0]",[62.5  0.5]
"[3587039.0, 2014.7623, 949806.56, 4203218.0, 6803764.5]",[62.5  0.5]
"[3137309.0, 2014.7623, 892115.3, 3585148.8, 5980425.5]",[62.5  0.5]
"[3301094.2, 2014.7623, 954662.75, 3700963.0, 6348014.5]",[62.5  0.5]
"[3773444.5, 2014.7623, 1053438.9, 4207871.0, 7316831.5]",[62.5  0.5]
"[3067933.5, 2014.7623, 906757.8, 3483752.0, 5835928.0]",[62.5  0.5]
"[3146594.5, 2014.7623, 882527.06, 3472754.8, 6133360.0]",[62.5  0.5]
"[3118064.5, 2014.7623, 889725.0, 3543888.2, 5959927.5]",[62.5  0.5]
"[3324808.5, 2014.7623, 926554.5, 3792635.8, 6363497.5]",[62.5  0.5]
"[3162004.8, 2014.7623, 884446.06, 3573331.8, 6082230.5]",[62.5  0.5]
"[3383499.0, 2014.7623, 995075.6, 3809964.2, 6473283.5]",[62.5  0.5]
"[3616742.0, 2014.7623, 1006067.5, 4030607.8, 7019125.0]",[62.5  0.5]
"[2950924.5, 2014.7623, 864812.2, 3380406.2, 5591189.0]",[62.5  0.5]
"[3359877.2, 2014.7623, 929167.25, 3733978.8, 6536438.0]",[62.5  0.5]
"[3047867.0, 2014.7623, 845519.75, 3445104.2, 5868925.0]",[62.5  0.5]
"[3345782.5, 2014.7623, 930630.7, 3721552.2, 6500417.5]",[62.5  0.5]
"[3103398.0, 2014.7623, 855234.3, 3484785.0, 6004634.0]",[62.5  0.5]
"[3564585.5, 2014.7623, 999666.44, 4010077.8, 6872200.0]",[62.5  0.5]
"[3294318.5, 2014.7623, 932771.75, 3759680.0, 6288603.0]",[62.5  0.5]
"[3288945.5, 2014.7623, 931714.7, 3725568.5, 6305861.5]",[62.5  0.5]
"[3552924.0, 2014.7623, 1027206.44, 4022458.2, 6793408.0]",[62.5  0.5]
"[3348537.5, 2014.7623, 953197.0, 3826423.8, 6382164.0]",[62.5  0.5]
"[3309135.2, 2014.7623, 890135.5, 3692505.2, 6447803.0]",[62.5  0.5]
"[3251897.0, 2014.7623, 963583.7, 3694413.5, 6181652.0]",[62.5  0.5]
"[3204632.5, 2014.7623, 930089.5, 3714690.2, 6037322.0]",[62.5  0.5]
"[3262268.8, 2014.7623, 944715.44, 3716772.5, 6212734.5]",[62.5  0.5]
"[3313953.8, 2014.7623, 896690.2, 3674864.0, 6474951.5]",[62.5  0.5]
"[3198057.0, 2014.7623, 876135.2, 3559650.8, 6224397.5]",[62.5  0.5]
"[3465382.8, 2014.7623, 1005103.4, 3884396.2, 6661769.5]",[62.5  0.5]
"[3027316.5, 2014.7623, 929202.75, 3431596.2, 5730249.5]",[62.5  0.5]
"[2997307.2, 2014.7623, 791178.75, 3321873.8, 5877964.5]",[62.5  0.5]
"[3266872.0, 2014.7623, 946803.44, 3715818.0, 6226945.0]",[62.5  0.5]
"[3214818.5, 2014.7623, 934184.6, 3614829.0, 6167041.0]",[62.5  0.5]
"[3390640.5, 2014.7623, 982146.75, 3862568.2, 6457413.0]",[62.5  0.5]
"[3401172.0, 2014.7623, 989778.6, 3844885.0, 6502569.5]",[62.5  0.5]
"[3146913.5, 2014.7623, 978272.9, 3579388.0, 5932044.0]",[62.5  0.5]
"[3269551.0, 2014.7623, 938819.5, 3668544.0, 6291133.0]",[62.5  0.5]
"[3327201.5, 2014.7623, 943450.1, 3797583.8, 6349630.5]",[62.5  0.5]
"[3204554.0, 2014.7623, 950271.75, 3670476.8, 6061091.0]",[62.5  0.5]
"[3497901.2, 2014.7623, 966560.6, 3868264.5, 6824839.0]",[62.5  0.5]
"[3024962.0, 2014.7623, 863625.3, 3384293.5, 5835281.0]",[62.5  0.5]
"[3153566.0, 2014.7623, 873005.0, 3564104.0, 6074771.0]",[62.5  0.5]
"[3114064.8, 2014.7623, 853119.75, 3546349.2, 5980739.5]",[62.5  0.5]
"[3225864.5, 2014.7623, 886165.8, 3587554.5, 6279154.0]",[62.5  0.5]
"[3497051.5, 2014.7623, 911688.25, 3901677.8, 6843465.0]",[62.5  0.5]
"[3669901.2, 2014.7623, 1031847.6, 4065563.2, 7135586.5]",[62.5  0.5]
"[2873263.5, 2014.7623, 871711.0, 3262238.8, 5443588.5]",[62.5  0.5]
"[3365339.0, 2014.7623, 897976.5, 3718852.2, 6600960.5]",[62.5  0.5]
"[3402970.5, 2014.7623, 975799.2, 3882924.2, 6484504.5]",[62.5  0.5]
"[3218734.2, 2014.7623, 911909.5, 3648730.8, 6168467.0]",[62.5  0.5]
"[2995216.8, 2014.7623, 840975.56, 3366219.0, 5776854.0]",[62.5  0.5]
"[3419921.0, 2014.7623, 933171.56, 3841877.5, 6624680.5]",[62.5  0.5]
"[3182966.5, 2014.7623, 880616.8, 3592155.5, 6137108.5]",[62.5  0.5]
"[3109513.0, 2014.7623, 941017.2, 3541368.2, 5882651.5]",[62.5  0.5]
"[3198538.5, 2014.7623, 885061.44, 3628979.8, 6147747.0]",[62.5  0.5]
"[2948568.0, 2014.7623, 875025.25, 3337137.8, 5616389.5]",[62.5  0.5]
"[3134159.5, 2014.7623, 854693.4, 3530964.5, 6061534.0]",[62.5  0.5]
"[3094829.8, 2014.7623, 889549.94, 3486435.8, 5940106.5]",[62.5  0.5]
"[2962405.0, 2014.7623, 866233.5, 3338311.0, 5670131.5]",[62.5  0.5]
"[3156665.0, 2014.7623, 860715.9, 3543513.0, 6117980.5]",[62.5  0.5]
"[3395892.0, 2014.7623, 918483.6, 3848725.5, 6552423.5]",[62.5  0.5]
"[3079538.5, 2014.7623, 858991.2, 3479555.8, 5926574.0]",[62.5  0.5]
"[3070266.0, 2014.7623, 885159.75, 3500560.0, 5848493.0]",[62.5  0.5]
"[3394384.2, 2014.7623, 929914.1, 3848279.8, 6536413.0]",[62.5  0.5]
"[2911537.5, 2014.7623, 792111.1, 3277331.0, 5635675.5]",[62.5  0.5]
"[3225414.5, 2014.7623, 921918.7, 3651436.0, 6178019.5]",[62.5  0.5]
"[3343669.8, 2014.7623, 902959.5, 3789729.0, 6452870.0]",[62.5  0.5]
"[3313276.5, 2014.7623, 939595.9, 3651326.8, 6453325.5]",[62.5  0.5]
"[3449687.5, 2014.7623, 955895.56, 3850242.2, 6692813.0]",[62.5  0.5]
"[3465598.5, 2014.7623, 970445.0, 3901314.8, 6680227.5]",[62.5  0.5]
"[3276904.5, 2014.7623, 945650.56, 3795729.8, 6181627.0]",[62.5  0.5]
"[3332721.5, 2014.7623, 1001403.4, 3798457.8, 6309204.0]",[62.5  0.5]
"[3059513.2, 2014.7623, 865576.3, 3447401.5, 5885392.5]",[62.5  0.5]
"[3012025.5, 2014.7623, 867022.44, 3422896.8, 5750158.5]",[62.5  0.5]
"[3038156.8, 2014.7623, 856267.56, 3414956.5, 5855958.0]",[62.5  0.5]
"[3602743.2, 2014.7623, 1004200.4, 3864321.2, 7140615.5]",[62.5  0.5]
"[3010612.5, 2014.7623, 922229.56, 3428019.8, 5685118.5]",[62.5  0.5]
"[3342305.0, 2014.7623, 960873.5, 3706640.0, 6473497.0]",[62.5  0.5]
"[3342948.2, 2014.7623, 935334.06, 3758204.5, 6449615.0]",[62.5  0.5]
"[3380513.2, 2014.7623, 943457.2, 3864781.8, 6460131.5]",[62.5  0.5]
"[3176199.0, 2014.7623, 954640.7, 3636187.0, 5996495.0]",[62.5  0.5]
"[3304733.5, 2014.7623, 912845.3, 3731622.8, 6371303.0]",[62.5  0.5]
"[3507312.0, 2014.7623, 923811.5, 3862541.5, 6904680.0]",[62.5  0.5]
"[3092236.0, 2014.7623, 896536.75, 3508533.5, 5902375.5]",[62.5  0.5]
"[3352160.0, 2014.7623, 985752.75, 3809639.2, 6378467.5]",[62.5  0.5]
"[3151572.0, 2014.7623, 863608.2, 3550140.8, 6091484.0]",[62.5  0.5]
"[3354588.5, 2014.7623, 899726.9, 3798577.5, 6483651.0]",[62.5  0.5]
"[2914849.2, 2014.7623, 813804.75, 3306679.5, 5595672.5]",[62.5  0.5]
"[3547651.2, 2014.7623, 1007218.3, 4012875.8, 6805403.0]",[62.5  0.5]
"[3021972.5, 2014.7623, 847696.8, 3432667.5, 5792870.0]",[62.5  0.5]
"[3057600.5, 2014.7623, 858580.06, 3364864.2, 5968550.0]",[62.5  0.5]
"[3229704.0, 2014.7623, 907663.2, 3648049.5, 6209960.0]",[62.5  0.5]
"[3212016.2, 2014.7623, 891415.2, 3607174.5, 6208124.0]",[62.5  0.5]
"[3050160.2, 2014.7623, 848467.56, 3415587.8, 5903138.5]",[62.5  0.5]
"[3158331.5, 2014.7623, 936713.94, 3532004.0, 6059047.0]",[62.5  0.5]
"[3232898.5, 2014.7623, 907724.6, 3672866.8, 6195730.0]",[62.5  0.5]
"[3153671.8, 2014.7623, 854467.9, 3600327.5, 6057437.0]",[62.5  0.5]
"[3450729.5, 2014.7623, 945616.06, 3888368.8, 6668440.0]",[62.5  0.5]
"[3241556.5, 2014.7623, 858478.1, 3528247.2, 6418456.0]",[62.5  0.5]
"[3631388.0, 2014.7623, 1003295.44, 4106614.8, 6994710.0]",[62.5  0.5]
"[2907779.0, 2014.7623, 778336.9, 3276952.0, 5637301.0]",[62.5  0.5]
"[3050436.8, 2014.7623, 843958.56, 3408268.8, 5915888.0]",[62.5  0.5]
"[3269063.0, 2014.7623, 929642.6, 3675675.0, 6291552.0]",[62.5  0.5]
"[3128398.5, 2014.7623, 893943.8, 3524284.8, 6009759.5]",[62.5  0.5]
"[3102328.5, 2014.7623, 893846.5, 3527786.8, 5919454.0]",[62.5  0.5]
"[3957573.0, 2014.7623, 1188035.1, 4488020.5, 7515847.0]",[62.5  0.5]
"[3372200.2, 2014.7623, 937480.0, 3756487.0, 6546693.5]",[62.5  0.5]
