g_loss,d_loss
"[3200932.5, 2014.7623, 952280.6, 3755015.2, 5962472.5]",[62.5  0.5]
"[3274793.0, 2014.7623, 912326.25, 3764561.8, 6239082.0]",[62.5  0.5]
"[3402483.0, 2014.7623, 980780.06, 3939810.8, 6421012.0]",[62.5  0.5]
"[3228119.0, 2014.7623, 888620.3, 3740667.2, 6131102.0]",[62.5  0.5]
"[3408099.5, 2014.7623, 1028840.7, 3915323.0, 6416161.0]",[62.5  0.5]
"[3373968.5, 2014.7623, 961733.75, 3880519.8, 6404300.5]",[62.5  0.5]
"[3239994.0, 2014.7623, 890636.25, 3694779.8, 6214557.0]",[62.5  0.5]
"[3599896.0, 2014.7623, 998061.3, 4075723.5, 6925861.0]",[62.5  0.5]
"[3372357.0, 2014.7623, 903508.6, 3820955.0, 6516719.0]",[62.5  0.5]
"[3390184.0, 2014.7623, 934010.06, 3834142.8, 6532453.0]",[62.5  0.5]
"[3284530.0, 2014.7623, 912579.9, 3750934.2, 6284912.0]",[62.5  0.5]
"[3738371.5, 2014.7623, 1026213.5, 4236323.5, 7198694.0]",[62.5  0.5]
"[3249450.8, 2014.7623, 858663.94, 3715994.5, 6256837.0]",[62.5  0.5]
"[3306391.5, 2014.7623, 917503.4, 3759103.8, 6344690.5]",[62.5  0.5]
"[3356431.0, 2014.7623, 910748.9, 3753956.8, 6523390.0]",[62.5  0.5]
"[3673827.2, 2014.7623, 1021244.06, 4080258.2, 7144581.0]",[62.5  0.5]
"[3744127.5, 2014.7623, 1073391.8, 4263876.5, 7143150.0]",[62.5  0.5]
"[3513428.0, 2014.7623, 961579.75, 3943691.0, 6806148.5]",[62.5  0.5]
"[3651180.5, 2014.7623, 999668.3, 4215843.0, 6955083.5]",[62.5  0.5]
"[3218627.0, 2014.7623, 976341.06, 3700852.8, 6051555.5]",[62.5  0.5]
"[3407460.5, 2014.7623, 976516.4, 3895106.5, 6486571.5]",[62.5  0.5]
"[3610905.5, 2014.7623, 979291.9, 4135719.0, 6921334.0]",[62.5  0.5]
"[3317552.8, 2014.7623, 943073.5, 3765039.5, 6350389.0]",[62.5  0.5]
"[3249350.0, 2014.7623, 849291.94, 3637001.5, 6344866.0]",[62.5  0.5]
"[3764661.2, 2014.7623, 1007507.44, 4294787.5, 7246569.0]",[62.5  0.5]
"[3262471.0, 2014.7623, 937629.75, 3747953.0, 6189313.5]",[62.5  0.5]
"[3301483.0, 2014.7623, 929656.4, 3742432.5, 6332847.0]",[62.5  0.5]
"[3416945.0, 2014.7623, 1000227.6, 3905824.8, 6483757.5]",[62.5  0.5]
"[2996672.5, 2014.7623, 847084.0, 3396010.0, 5745807.5]",[62.5  0.5]
"[3398404.0, 2014.7623, 960482.75, 3875091.0, 6492432.0]",[62.5  0.5]
"[3466415.0, 2014.7623, 971094.8, 4023407.5, 6560207.5]",[62.5  0.5]
"[3149983.2, 2014.7623, 891938.2, 3660841.8, 5947157.0]",[62.5  0.5]
"[3396163.0, 2014.7623, 1015277.0, 3895135.0, 6410124.5]",[62.5  0.5]
"[3602729.0, 2014.7623, 1046641.2, 4065861.5, 6896587.0]",[62.5  0.5]
"[3520160.5, 2014.7623, 1038979.25, 3999533.0, 6695348.5]",[62.5  0.5]
"[3652476.2, 2014.7623, 1038969.6, 4238186.0, 6897758.0]",[62.5  0.5]
"[3503800.5, 2014.7623, 981004.44, 4117644.5, 6580679.5]",[62.5  0.5]
"[3654109.2, 2014.7623, 992985.1, 4134949.2, 7052422.5]",[62.5  0.5]
"[3804856.0, 2014.7623, 1049280.6, 4342328.5, 7291237.0]",[62.5  0.5]
"[3439158.0, 2014.7623, 1008335.56, 3911875.8, 6543641.5]",[62.5  0.5]
"[3340677.5, 2014.7623, 950849.4, 3836309.5, 6348425.5]",[62.5  0.5]
"[2964934.5, 2014.7623, 826316.1, 3374771.0, 5682021.5]",[62.5  0.5]
"[3531543.5, 2014.7623, 977022.6, 3981448.8, 6813333.0]",[62.5  0.5]
"[3036759.0, 2014.7623, 857641.5, 3489725.8, 5775155.0]",[62.5  0.5]
"[3304261.0, 2014.7623, 911991.06, 3803124.8, 6299080.0]",[62.5  0.5]
"[3590549.0, 2014.7623, 991215.94, 4076575.2, 6900698.5]",[62.5  0.5]
"[3256574.2, 2014.7623, 918712.06, 3720632.2, 6215896.0]",[62.5  0.5]
"[3396985.0, 2014.7623, 968624.5, 3846641.0, 6508011.0]",[62.5  0.5]
"[3441192.0, 2014.7623, 967230.3, 3877907.2, 6625495.5]",[62.5  0.5]
"[3369441.0, 2014.7623, 959021.25, 3781436.5, 6491005.5]",[62.5  0.5]
"[3508224.5, 2014.7623, 962196.0, 3938307.5, 6793572.0]",[62.5  0.5]
"[3450443.8, 2014.7623, 948330.6, 3899861.0, 6653280.5]",[62.5  0.5]
"[3574477.0, 2014.7623, 1049209.4, 4052781.5, 6812925.5]",[62.5  0.5]
"[3331163.5, 2014.7623, 945587.06, 3825411.8, 6332872.0]",[62.5  0.5]
"[3360654.5, 2014.7623, 934215.94, 3782929.2, 6485029.5]",[62.5  0.5]
"[3177574.0, 2014.7623, 913527.94, 3666056.8, 6012321.5]",[62.5  0.5]
"[3389294.8, 2014.7623, 925651.56, 3848790.0, 6523200.5]",[62.5  0.5]
"[3321762.0, 2014.7623, 956685.4, 3773915.2, 6341932.5]",[62.5  0.5]
"[3175708.0, 2014.7623, 902623.1, 3651862.5, 6031201.0]",[62.5  0.5]
"[3564540.0, 2014.7623, 1007593.44, 4105960.0, 6768239.5]",[62.5  0.5]
"[3356347.8, 2014.7623, 903569.5, 3827438.5, 6456810.5]",[62.5  0.5]
"[3573917.8, 2014.7623, 909751.44, 4052522.0, 6950779.0]",[62.5  0.5]
"[3046179.5, 2014.7623, 937940.6, 3475246.0, 5740738.5]",[62.5  0.5]
"[3745279.2, 2014.7623, 997180.7, 4338696.5, 7148380.0]",[62.5  0.5]
"[3273355.0, 2014.7623, 949956.56, 3745053.8, 6216165.5]",[62.5  0.5]
"[3278602.0, 2014.7623, 883133.75, 3715524.0, 6330008.5]",[62.5  0.5]
"[2887828.5, 2014.7623, 837796.06, 3263983.5, 5524308.5]",[62.5  0.5]
"[3489128.0, 2014.7623, 936447.1, 4087376.5, 6606596.5]",[62.5  0.5]
"[3501120.0, 2014.7623, 921377.75, 3936465.2, 6812549.5]",[62.5  0.5]
"[3364362.0, 2014.7623, 1006465.9, 3815299.0, 6392767.5]",[62.5  0.5]
"[3323407.5, 2014.7623, 972968.3, 3865556.0, 6239494.0]",[62.5  0.5]
"[3593313.5, 2014.7623, 1049998.0, 4135743.2, 6791963.0]",[62.5  0.5]
"[3518983.8, 2014.7623, 1008064.44, 4046085.0, 6675789.5]",[62.5  0.5]
"[3167680.5, 2014.7623, 898256.7, 3655675.5, 6004996.0]",[62.5  0.5]
"[3414859.0, 2014.7623, 938000.0, 3921380.5, 6523475.0]",[62.5  0.5]
"[3188849.8, 2014.7623, 871825.75, 3596012.5, 6161654.0]",[62.5  0.5]
"[3555660.5, 2014.7623, 1020213.2, 4101930.0, 6730051.5]",[62.5  0.5]
"[3375600.0, 2014.7623, 930247.7, 3846659.8, 6475085.5]",[62.5  0.5]
"[3565738.5, 2014.7623, 956437.44, 4024894.0, 6904456.0]",[62.5  0.5]
"[3478826.0, 2014.7623, 941928.4, 3915677.0, 6738474.5]",[62.5  0.5]
"[3478820.5, 2014.7623, 934203.5, 3875908.0, 6785949.5]",[62.5  0.5]
"[3175490.5, 2014.7623, 898021.2, 3627609.0, 6059331.0]",[62.5  0.5]
"[3404766.5, 2014.7623, 928497.1, 3836076.0, 6584641.0]",[62.5  0.5]
"[3410689.0, 2014.7623, 954871.6, 3864272.5, 6549812.5]",[62.5  0.5]
"[3373141.5, 2014.7623, 945790.8, 3902132.8, 6395874.5]",[62.5  0.5]
"[3763647.0, 2014.7623, 1037288.6, 4285622.5, 7222572.5]",[62.5  0.5]
"[3351123.0, 2014.7623, 888137.5, 3742674.5, 6539591.0]",[62.5  0.5]
"[3235240.5, 2014.7623, 898722.9, 3629110.2, 6256294.5]",[62.5  0.5]
"[3278794.5, 2014.7623, 934494.2, 3713732.5, 6281081.0]",[62.5  0.5]
"[3145249.0, 2014.7623, 878618.2, 3584117.5, 6021421.0]",[62.5  0.5]
"[3774465.0, 2014.7623, 1035462.75, 4283973.0, 7262106.5]",[62.5  0.5]
"[3419683.0, 2014.7623, 988861.44, 3903788.8, 6506287.0]",[62.5  0.5]
"[3183540.5, 2014.7623, 905100.9, 3628028.5, 6078665.5]",[62.5  0.5]
"[3624483.5, 2014.7623, 951156.1, 4128430.0, 7002018.5]",[62.5  0.5]
"[3213214.8, 2014.7623, 891941.6, 3703868.0, 6114899.0]",[62.5  0.5]
"[3231451.5, 2014.7623, 913774.1, 3670958.8, 6186765.0]",[62.5  0.5]
"[3351053.5, 2014.7623, 979319.75, 3837353.0, 6353497.5]",[62.5  0.5]
"[3255936.5, 2014.7623, 880348.4, 3660743.5, 6312022.5]",[62.5  0.5]
"[3130082.0, 2014.7623, 922911.1, 3643539.5, 5867148.5]",[62.5  0.5]
"[3635893.0, 2014.7623, 1009127.8, 4176356.8, 6934151.0]",[62.5  0.5]
"[3552848.0, 2014.7623, 1053337.4, 4091373.0, 6698108.5]",[62.5  0.5]
"[3212185.5, 2014.7623, 891943.06, 3657056.8, 6158277.5]",[62.5  0.5]
"[3378611.0, 2014.7623, 930855.8, 3851836.5, 6479337.5]",[62.5  0.5]
"[3466092.5, 2014.7623, 971847.7, 3931260.0, 6650527.0]",[62.5  0.5]
"[3272320.8, 2014.7623, 915086.3, 3661987.5, 6330655.0]",[62.5  0.5]
"[3227630.0, 2014.7623, 907103.2, 3626898.2, 6224758.0]",[62.5  0.5]
"[3359546.0, 2014.7623, 908150.4, 3819533.5, 6470795.0]",[62.5  0.5]
"[3483053.0, 2014.7623, 982430.4, 4022393.0, 6605345.5]",[62.5  0.5]
"[3227146.8, 2014.7623, 870477.06, 3633900.5, 6252771.0]",[62.5  0.5]
"[3490285.0, 2014.7623, 948806.44, 3926734.2, 6758736.0]",[62.5  0.5]
"[3198312.0, 2014.7623, 920854.25, 3670997.5, 6069181.0]",[62.5  0.5]
"[3439055.2, 2014.7623, 1001098.25, 3926482.0, 6535930.0]",[62.5  0.5]
"[3431857.8, 2014.7623, 949355.8, 3841321.5, 6648841.5]",[62.5  0.5]
"[3250815.0, 2014.7623, 867938.9, 3650333.5, 6317770.5]",[62.5  0.5]
"[3202414.0, 2014.7623, 892260.9, 3650776.0, 6131669.5]",[62.5  0.5]
"[3534612.0, 2014.7623, 993818.44, 4027327.5, 6760887.5]",[62.5  0.5]
"[3278987.5, 2014.7623, 881152.1, 3767922.5, 6280876.5]",[62.5  0.5]
"[3215610.0, 2014.7623, 905194.1, 3711537.5, 6101961.0]",[62.5  0.5]
"[3284206.8, 2014.7623, 871646.44, 3738544.0, 6337158.0]",[62.5  0.5]
"[3465462.5, 2014.7623, 960903.2, 3925536.0, 6665095.5]",[62.5  0.5]
"[3447720.5, 2014.7623, 967932.6, 3883316.2, 6641145.5]",[62.5  0.5]
"[3191475.8, 2014.7623, 885962.56, 3626572.2, 6125710.5]",[62.5  0.5]
"[3204544.0, 2014.7623, 929875.2, 3645437.2, 6106493.5]",[62.5  0.5]
"[3419316.5, 2014.7623, 921466.3, 3865380.5, 6610868.0]",[62.5  0.5]
"[3430832.0, 2014.7623, 964917.4, 3866499.8, 6604682.5]",[62.5  0.5]
"[3287131.2, 2014.7623, 907329.75, 3719585.5, 6330181.5]",[62.5  0.5]
"[3312011.5, 2014.7623, 976906.25, 3704536.8, 6358588.0]",[62.5  0.5]
"[3346560.2, 2014.7623, 933162.44, 3809513.5, 6412517.5]",[62.5  0.5]
"[3622844.5, 2014.7623, 976681.4, 4114215.5, 6985244.5]",[62.5  0.5]
"[3540327.5, 2014.7623, 1032295.6, 4071975.5, 6696813.0]",[62.5  0.5]
"[3430646.0, 2014.7623, 974304.9, 3787718.5, 6673455.5]",[62.5  0.5]
"[3474054.5, 2014.7623, 947410.25, 3991763.5, 6641001.0]",[62.5  0.5]
"[3279394.0, 2014.7623, 908199.8, 3686811.8, 6336294.0]",[62.5  0.5]
"[3488275.5, 2014.7623, 1046751.0, 4030575.0, 6550252.0]",[62.5  0.5]
"[3384783.0, 2014.7623, 946601.75, 3831638.0, 6504362.5]",[62.5  0.5]
"[3595242.0, 2014.7623, 994855.8, 4030413.0, 6958863.5]",[62.5  0.5]
"[3628931.5, 2014.7623, 994542.9, 4105702.8, 6996185.5]",[62.5  0.5]
"[3161748.0, 2014.7623, 959562.06, 3594792.2, 5984798.0]",[62.5  0.5]
"[3283913.8, 2014.7623, 873657.56, 3723078.2, 6349636.5]",[62.5  0.5]
"[3595277.5, 2014.7623, 1023322.1, 4088388.5, 6872541.0]",[62.5  0.5]
"[3263968.0, 2014.7623, 938580.0, 3793924.8, 6147381.0]",[62.5  0.5]
"[3546443.2, 2014.7623, 960482.4, 3989044.2, 6871943.5]",[62.5  0.5]
"[3549393.5, 2014.7623, 1032534.6, 3976034.0, 6822736.5]",[62.5  0.5]
"[3644637.0, 2014.7623, 1012484.1, 4133098.5, 7003200.5]",[62.5  0.5]
"[3193439.5, 2014.7623, 864013.9, 3615545.8, 6165231.0]",[62.5  0.5]
"[3440485.5, 2014.7623, 941776.4, 3869424.5, 6657077.0]",[62.5  0.5]
"[3238798.8, 2014.7623, 919405.9, 3613389.0, 6263194.0]",[62.5  0.5]
"[3267500.0, 2014.7623, 912863.2, 3763866.8, 6214929.5]",[62.5  0.5]
"[3320997.2, 2014.7623, 962783.44, 3864449.8, 6242750.5]",[62.5  0.5]
"[3177840.5, 2014.7623, 891347.25, 3637060.5, 6064387.0]",[62.5  0.5]
"[3489273.8, 2014.7623, 973522.44, 3924074.0, 6733309.0]",[62.5  0.5]
"[3333665.5, 2014.7623, 919604.75, 3861758.8, 6330848.0]",[62.5  0.5]
"[3182817.0, 2014.7623, 893838.0, 3602369.2, 6113175.0]",[62.5  0.5]
"[3509301.2, 2014.7623, 1013409.4, 4036748.5, 6647505.5]",[62.5  0.5]
"[3312117.0, 2014.7623, 912578.3, 3757646.5, 6370158.5]",[62.5  0.5]
"[3171278.8, 2014.7623, 916795.4, 3586213.2, 6067913.5]",[62.5  0.5]
"[3309955.5, 2014.7623, 930528.9, 3751591.2, 6351058.0]",[62.5  0.5]
"[3231042.5, 2014.7623, 998767.94, 3670458.5, 6100908.0]",[62.5  0.5]
"[3231784.5, 2014.7623, 913838.75, 3688684.2, 6170085.0]",[62.5  0.5]
"[3209161.0, 2014.7623, 904585.25, 3645358.5, 6147252.5]",[62.5  0.5]
"[3020977.2, 2014.7623, 855650.1, 3483756.2, 5730510.5]",[62.5  0.5]
"[3445554.5, 2014.7623, 986932.44, 3921871.5, 6576371.0]",[62.5  0.5]
"[3450093.5, 2014.7623, 983897.8, 3909437.5, 6606969.0]",[62.5  0.5]
"[3227254.5, 2014.7623, 909015.44, 3724262.2, 6124230.5]",[62.5  0.5]
"[3381977.5, 2014.7623, 944195.6, 3882223.5, 6446832.5]",[62.5  0.5]
"[3080407.0, 2014.7623, 873078.94, 3563470.8, 5831466.0]",[62.5  0.5]
"[3078833.5, 2014.7623, 911006.4, 3534228.2, 5817536.0]",[62.5  0.5]
"[3680514.5, 2014.7623, 1026520.25, 4208080.0, 7033775.0]",[62.5  0.5]
"[3164619.0, 2014.7623, 882781.56, 3632074.8, 6033866.0]",[62.5  0.5]
"[3378086.5, 2014.7623, 915204.7, 3836786.5, 6508290.0]",[62.5  0.5]
"[3168119.2, 2014.7623, 879505.9, 3570866.5, 6110018.0]",[62.5  0.5]
"[3153953.5, 2014.7623, 876808.94, 3603591.5, 6032770.5]",[62.5  0.5]
"[3390057.8, 2014.7623, 942175.25, 3869316.0, 6488694.0]",[62.5  0.5]
"[3391081.5, 2014.7623, 939194.25, 3819947.2, 6544456.0]",[62.5  0.5]
"[3147069.0, 2014.7623, 903344.1, 3569679.2, 6017199.0]",[62.5  0.5]
"[3298201.5, 2014.7623, 926074.75, 3752267.8, 6315656.0]",[62.5  0.5]
"[3237092.5, 2014.7623, 874284.44, 3703865.8, 6212151.5]",[62.5  0.5]
"[3223213.5, 2014.7623, 851309.9, 3603734.0, 6288994.0]",[62.5  0.5]
"[3083125.0, 2014.7623, 832827.94, 3464123.5, 5980124.5]",[62.5  0.5]
"[3215363.5, 2014.7623, 921986.8, 3646476.0, 6149408.5]",[62.5  0.5]
"[3602192.5, 2014.7623, 1024529.56, 4067402.0, 6915369.5]",[62.5  0.5]
"[3352673.2, 2014.7623, 999126.9, 3855814.2, 6320629.0]",[62.5  0.5]
"[3338488.5, 2014.7623, 914026.3, 3777216.2, 6437045.0]",[62.5  0.5]
"[3183077.2, 2014.7623, 892668.06, 3675249.5, 6042333.0]",[62.5  0.5]
"[3335086.2, 2014.7623, 918734.4, 3729984.0, 6468229.0]",[62.5  0.5]
"[3043961.5, 2014.7623, 878317.9, 3444636.0, 5823577.5]",[62.5  0.5]
"[3536182.0, 2014.7623, 1044288.1, 3965629.0, 6777348.5]",[62.5  0.5]
"[3017916.0, 2014.7623, 914628.1, 3431066.0, 5714018.5]",[62.5  0.5]
"[3709615.2, 2014.7623, 1013262.6, 4233899.5, 7118215.0]",[62.5  0.5]
"[3100451.0, 2014.7623, 926137.2, 3601774.5, 5806918.5]",[62.5  0.5]
"[3219048.5, 2014.7623, 851580.6, 3632982.2, 6245591.5]",[62.5  0.5]
"[3095748.2, 2014.7623, 968786.3, 3544106.0, 5806261.5]",[62.5  0.5]
"[3590521.2, 2014.7623, 1049398.4, 4113207.5, 6805791.5]",[62.5  0.5]
"[3142847.5, 2014.7623, 926011.1, 3570336.0, 5979803.5]",[62.5  0.5]
"[3117779.5, 2014.7623, 879942.8, 3572027.8, 5940620.0]",[62.5  0.5]
"[3246492.2, 2014.7623, 950931.4, 3714533.5, 6156169.0]",[62.5  0.5]
"[3404015.0, 2014.7623, 975019.25, 3840589.5, 6531101.0]",[62.5  0.5]
"[2948685.0, 2014.7623, 783973.8, 3301080.2, 5743889.0]",[62.5  0.5]
"[3394041.5, 2014.7623, 917553.4, 3799077.8, 6596833.5]",[62.5  0.5]
"[3153683.0, 2014.7623, 892859.4, 3592198.5, 6027211.5]",[62.5  0.5]
"[3500608.0, 2014.7623, 969517.0, 3980744.0, 6718425.0]",[62.5  0.5]
"[3798727.0, 2014.7623, 1029016.44, 4111197.2, 7522202.5]",[62.5  0.5]
"[3183785.2, 2014.7623, 901541.06, 3579513.2, 6131556.0]",[62.5  0.5]
"[3436559.5, 2014.7623, 920838.3, 3858867.5, 6675485.0]",[62.5  0.5]
"[3827754.5, 2014.7623, 1040460.9, 4150970.2, 7567743.0]",[62.5  0.5]
"[3229434.0, 2014.7623, 888065.4, 3638731.5, 6237976.5]",[62.5  0.5]
"[3257129.0, 2014.7623, 927614.5, 3654688.5, 6274786.0]",[62.5  0.5]
"[3339032.5, 2014.7623, 913581.4, 3719793.2, 6496726.0]",[62.5  0.5]
"[3459624.5, 2014.7623, 942379.56, 3896173.5, 6693521.0]",[62.5  0.5]
"[3242265.5, 2014.7623, 890584.06, 3698481.0, 6218479.5]",[62.5  0.5]
"[3321490.8, 2014.7623, 940653.25, 3800374.5, 6330601.0]",[62.5  0.5]
"[3354940.2, 2014.7623, 927288.3, 3754179.5, 6501659.5]",[62.5  0.5]
"[3476474.5, 2014.7623, 1023703.06, 3909779.8, 6654758.5]",[62.5  0.5]
"[3506172.0, 2014.7623, 971092.56, 3903070.8, 6813070.0]",[62.5  0.5]
"[3393886.0, 2014.7623, 968094.2, 3851380.0, 6493472.5]",[62.5  0.5]
"[3032318.0, 2014.7623, 864403.8, 3434805.5, 5808510.0]",[62.5  0.5]
"[3374756.0, 2014.7623, 935461.44, 3752153.5, 6561564.5]",[62.5  0.5]
"[3281492.0, 2014.7623, 904694.1, 3684144.5, 6349461.0]",[62.5  0.5]
"[3279712.5, 2014.7623, 931191.3, 3768841.0, 6232335.5]",[62.5  0.5]
"[3224026.5, 2014.7623, 879212.44, 3621772.5, 6245763.5]",[62.5  0.5]
"[3275224.5, 2014.7623, 907622.44, 3664597.2, 6345188.0]",[62.5  0.5]
"[3246224.0, 2014.7623, 920602.8, 3633723.0, 6266414.0]",[62.5  0.5]
"[3542337.0, 2014.7623, 1016713.8, 4139930.2, 6651138.5]",[62.5  0.5]
"[3800230.5, 2014.7623, 1100422.8, 4306441.5, 7260564.0]",[62.5  0.5]
"[3242151.8, 2014.7623, 905651.06, 3640426.5, 6261087.5]",[62.5  0.5]
"[3577943.8, 2014.7623, 949610.3, 3909271.8, 7067590.0]",[62.5  0.5]
"[3154101.5, 2014.7623, 911213.2, 3597443.2, 6005008.0]",[62.5  0.5]
"[3192086.0, 2014.7623, 901565.9, 3612727.5, 6125987.0]",[62.5  0.5]
"[3206048.5, 2014.7623, 939716.7, 3687462.8, 6059641.5]",[62.5  0.5]
"[3578303.5, 2014.7623, 1023416.25, 4017505.5, 6886749.0]",[62.5  0.5]
"[3361902.2, 2014.7623, 962916.06, 3820088.0, 6423329.5]",[62.5  0.5]
"[3238153.2, 2014.7623, 914639.8, 3614694.0, 6264503.0]",[62.5  0.5]
"[3005930.5, 2014.7623, 842664.94, 3385965.2, 5791131.5]",[62.5  0.5]
"[3182774.0, 2014.7623, 903127.4, 3628710.2, 6077401.5]",[62.5  0.5]
"[2966617.5, 2014.7623, 881005.75, 3374656.8, 5633056.0]",[62.5  0.5]
"[3375106.8, 2014.7623, 975086.25, 3808442.0, 6466820.5]",[62.5  0.5]
"[3418407.5, 2014.7623, 997899.44, 3862081.5, 6534703.5]",[62.5  0.5]
"[3195757.5, 2014.7623, 895244.94, 3578002.5, 6179270.0]",[62.5  0.5]
"[3182126.0, 2014.7623, 901457.6, 3612922.5, 6092699.5]",[62.5  0.5]
"[3480884.0, 2014.7623, 989664.3, 3960978.2, 6652297.0]",[62.5  0.5]
"[3395898.5, 2014.7623, 960689.1, 3881035.0, 6477930.5]",[62.5  0.5]
"[3415669.5, 2014.7623, 955396.5, 3879311.8, 6550849.5]",[62.5  0.5]
"[3313738.0, 2014.7623, 912343.06, 3722180.8, 6411262.5]",[62.5  0.5]
"[3334976.5, 2014.7623, 899571.44, 3782925.8, 6434084.0]",[62.5  0.5]
"[3188986.5, 2014.7623, 907416.5, 3603301.8, 6119229.5]",[62.5  0.5]
"[3328601.0, 2014.7623, 927559.5, 3818770.8, 6348999.0]",[62.5  0.5]
"[3095724.0, 2014.7623, 885580.7, 3549240.0, 5884252.5]",[62.5  0.5]
"[3084172.8, 2014.7623, 901381.06, 3487551.5, 5891636.0]",[62.5  0.5]
"[3542836.0, 2014.7623, 1038835.06, 4062058.0, 6708553.5]",[62.5  0.5]
"[3010965.5, 2014.7623, 842014.6, 3401516.2, 5793013.5]",[62.5  0.5]
"[3129179.5, 2014.7623, 884820.4, 3513261.0, 6032510.0]",[62.5  0.5]
"[3176489.5, 2014.7623, 884800.3, 3573144.2, 6130346.0]",[62.5  0.5]
"[3216774.0, 2014.7623, 908394.1, 3579585.2, 6234593.5]",[62.5  0.5]
"[3518465.5, 2014.7623, 1002941.56, 3981560.8, 6743708.5]",[62.5  0.5]
"[3386360.5, 2014.7623, 985714.8, 3864632.5, 6437514.5]",[62.5  0.5]
"[3418017.5, 2014.7623, 876063.56, 3759788.0, 6757533.0]",[62.5  0.5]
"[3238032.2, 2014.7623, 972558.56, 3690046.5, 6130828.5]",[62.5  0.5]
"[3402629.0, 2014.7623, 939529.25, 3837802.2, 6564758.0]",[62.5  0.5]
"[3025633.5, 2014.7623, 823769.25, 3426720.8, 5834948.0]",[62.5  0.5]
"[3176999.5, 2014.7623, 907329.1, 3561498.5, 6121163.5]",[62.5  0.5]
"[3384173.0, 2014.7623, 956555.94, 3854283.0, 6469731.0]",[62.5  0.5]
"[3277639.5, 2014.7623, 908668.75, 3737985.8, 6278803.0]",[62.5  0.5]
"[3185662.5, 2014.7623, 912343.94, 3707770.8, 5998753.5]",[62.5  0.5]
"[3307615.5, 2014.7623, 894780.25, 3732921.2, 6397676.5]",[62.5  0.5]
"[3129793.0, 2014.7623, 937571.75, 3560054.5, 5935010.0]",[62.5  0.5]
"[2842612.0, 2014.7623, 883096.06, 3267734.0, 5324535.5]",[62.5  0.5]
"[3305347.5, 2014.7623, 920871.0, 3715708.2, 6381239.5]",[62.5  0.5]
"[3250674.5, 2014.7623, 935302.3, 3655496.0, 6244776.0]",[62.5  0.5]
"[3366957.5, 2014.7623, 926589.56, 3772294.0, 6524301.0]",[62.5  0.5]
"[3362211.2, 2014.7623, 941774.25, 3839991.2, 6425598.5]",[62.5  0.5]
"[3138739.0, 2014.7623, 874955.2, 3555815.0, 6031686.0]",[62.5  0.5]
"[3463734.5, 2014.7623, 947050.56, 4101532.8, 6497191.0]",[62.5  0.5]
"[3553002.5, 2014.7623, 986289.9, 4017204.8, 6839839.5]",[62.5  0.5]
"[3296038.0, 2014.7623, 903901.44, 3654845.5, 6428039.5]",[62.5  0.5]
"[3061701.5, 2014.7623, 938963.4, 3523206.8, 5743494.5]",[62.5  0.5]
"[3212761.5, 2014.7623, 886786.8, 3651697.2, 6170713.5]",[62.5  0.5]
"[3229732.5, 2014.7623, 882219.8, 3630231.2, 6253317.0]",[62.5  0.5]
"[3139542.2, 2014.7623, 878285.9, 3542369.0, 6044479.0]",[62.5  0.5]
"[3332929.5, 2014.7623, 982856.2, 3816834.5, 6310067.0]",[62.5  0.5]
"[3336945.5, 2014.7623, 934536.0, 3774220.2, 6414388.0]",[62.5  0.5]
"[3224540.0, 2014.7623, 842560.2, 3699297.8, 6206601.5]",[62.5  0.5]
"[3046863.8, 2014.7623, 864857.25, 3456539.2, 5834809.0]",[62.5  0.5]
"[3214784.0, 2014.7623, 905329.44, 3661346.8, 6149263.0]",[62.5  0.5]
"[3262272.0, 2014.7623, 907709.8, 3714177.0, 6252346.0]",[62.5  0.5]
"[3266621.0, 2014.7623, 894439.56, 3712757.0, 6281533.0]",[62.5  0.5]
"[3511229.5, 2014.7623, 998168.3, 3980530.0, 6725393.0]",[62.5  0.5]
"[2980759.0, 2014.7623, 808294.25, 3386818.0, 5740743.5]",[62.5  0.5]
"[3329416.5, 2014.7623, 916930.44, 3746461.0, 6434657.0]",[62.5  0.5]
"[2847381.5, 2014.7623, 782213.75, 3183441.0, 5525609.5]",[62.5  0.5]
"[3229797.5, 2014.7623, 930683.94, 3716142.8, 6119157.5]",[62.5  0.5]
"[3509390.0, 2014.7623, 1003858.06, 3998950.8, 6695150.5]",[62.5  0.5]
"[3410215.5, 2014.7623, 919985.56, 3830553.8, 6616839.0]",[62.5  0.5]
"[3120604.0, 2014.7623, 885322.44, 3559127.5, 5957556.0]",[62.5  0.5]
"[3030357.0, 2014.7623, 935265.1, 3485818.5, 5680099.5]",[62.5  0.5]
"[3187751.0, 2014.7623, 889603.0, 3619098.5, 6117127.5]",[62.5  0.5]
"[3505288.0, 2014.7623, 1013940.2, 3946670.0, 6723677.0]",[62.5  0.5]
"[3061332.5, 2014.7623, 883854.75, 3446528.8, 5874051.0]",[62.5  0.5]
"[3374740.0, 2014.7623, 901716.7, 3825527.2, 6521882.5]",[62.5  0.5]
"[3259263.5, 2014.7623, 913853.1, 3715769.0, 6234582.0]",[62.5  0.5]
"[3238071.5, 2014.7623, 895114.0, 3617101.5, 6281349.5]",[62.5  0.5]
"[3150687.5, 2014.7623, 898312.75, 3596658.0, 6007313.0]",[62.5  0.5]
"[3130567.0, 2014.7623, 909172.94, 3594309.5, 5931734.0]",[62.5  0.5]
"[3242963.0, 2014.7623, 962578.8, 3639874.0, 6207416.5]",[62.5  0.5]
